startDateTime,endDateTime,VSWCMean,VSWCMinimum,VSWCMaximum,VSWCVariance,VSWCNumPts,VSWCExpUncert,VSWCStdErMean,VSWCFinalQF,VSICMean,VSICMinimum,VSICMaximum,VSICVariance,VSICNumPts,VSICExpUncert,VSICStdErMean,VSICFinalQF
"2016-07-21T00:00:00Z","2016-07-21T00:01:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:01:00Z","2016-07-21T00:02:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:02:00Z","2016-07-21T00:03:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:03:00Z","2016-07-21T00:04:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:04:00Z","2016-07-21T00:05:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:05:00Z","2016-07-21T00:06:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:06:00Z","2016-07-21T00:07:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:07:00Z","2016-07-21T00:08:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:08:00Z","2016-07-21T00:09:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:09:00Z","2016-07-21T00:10:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:10:00Z","2016-07-21T00:11:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:11:00Z","2016-07-21T00:12:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:12:00Z","2016-07-21T00:13:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:13:00Z","2016-07-21T00:14:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:14:00Z","2016-07-21T00:15:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:15:00Z","2016-07-21T00:16:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:16:00Z","2016-07-21T00:17:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:17:00Z","2016-07-21T00:18:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:18:00Z","2016-07-21T00:19:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:19:00Z","2016-07-21T00:20:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:20:00Z","2016-07-21T00:21:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:21:00Z","2016-07-21T00:22:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:22:00Z","2016-07-21T00:23:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:23:00Z","2016-07-21T00:24:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:24:00Z","2016-07-21T00:25:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:25:00Z","2016-07-21T00:26:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:26:00Z","2016-07-21T00:27:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:27:00Z","2016-07-21T00:28:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:28:00Z","2016-07-21T00:29:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:29:00Z","2016-07-21T00:30:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:30:00Z","2016-07-21T00:31:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:31:00Z","2016-07-21T00:32:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:32:00Z","2016-07-21T00:33:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:33:00Z","2016-07-21T00:34:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:34:00Z","2016-07-21T00:35:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:35:00Z","2016-07-21T00:36:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:36:00Z","2016-07-21T00:37:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:37:00Z","2016-07-21T00:38:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:38:00Z","2016-07-21T00:39:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:39:00Z","2016-07-21T00:40:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:40:00Z","2016-07-21T00:41:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:41:00Z","2016-07-21T00:42:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:42:00Z","2016-07-21T00:43:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:43:00Z","2016-07-21T00:44:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:44:00Z","2016-07-21T00:45:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:45:00Z","2016-07-21T00:46:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:46:00Z","2016-07-21T00:47:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:47:00Z","2016-07-21T00:48:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:48:00Z","2016-07-21T00:49:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:49:00Z","2016-07-21T00:50:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:50:00Z","2016-07-21T00:51:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:51:00Z","2016-07-21T00:52:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:52:00Z","2016-07-21T00:53:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:53:00Z","2016-07-21T00:54:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:54:00Z","2016-07-21T00:55:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:55:00Z","2016-07-21T00:56:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:56:00Z","2016-07-21T00:57:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:57:00Z","2016-07-21T00:58:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:58:00Z","2016-07-21T00:59:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T00:59:00Z","2016-07-21T01:00:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:00:00Z","2016-07-21T01:01:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:01:00Z","2016-07-21T01:02:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:02:00Z","2016-07-21T01:03:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:03:00Z","2016-07-21T01:04:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:04:00Z","2016-07-21T01:05:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:05:00Z","2016-07-21T01:06:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:06:00Z","2016-07-21T01:07:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:07:00Z","2016-07-21T01:08:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:08:00Z","2016-07-21T01:09:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:09:00Z","2016-07-21T01:10:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:10:00Z","2016-07-21T01:11:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:11:00Z","2016-07-21T01:12:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:12:00Z","2016-07-21T01:13:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:13:00Z","2016-07-21T01:14:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:14:00Z","2016-07-21T01:15:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:15:00Z","2016-07-21T01:16:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:16:00Z","2016-07-21T01:17:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:17:00Z","2016-07-21T01:18:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:18:00Z","2016-07-21T01:19:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:19:00Z","2016-07-21T01:20:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:20:00Z","2016-07-21T01:21:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:21:00Z","2016-07-21T01:22:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:22:00Z","2016-07-21T01:23:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:23:00Z","2016-07-21T01:24:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:24:00Z","2016-07-21T01:25:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:25:00Z","2016-07-21T01:26:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:26:00Z","2016-07-21T01:27:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:27:00Z","2016-07-21T01:28:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:28:00Z","2016-07-21T01:29:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:29:00Z","2016-07-21T01:30:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:30:00Z","2016-07-21T01:31:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:31:00Z","2016-07-21T01:32:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:32:00Z","2016-07-21T01:33:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:33:00Z","2016-07-21T01:34:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:34:00Z","2016-07-21T01:35:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:35:00Z","2016-07-21T01:36:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:36:00Z","2016-07-21T01:37:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:37:00Z","2016-07-21T01:38:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:38:00Z","2016-07-21T01:39:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:39:00Z","2016-07-21T01:40:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:40:00Z","2016-07-21T01:41:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:41:00Z","2016-07-21T01:42:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:42:00Z","2016-07-21T01:43:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:43:00Z","2016-07-21T01:44:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:44:00Z","2016-07-21T01:45:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:45:00Z","2016-07-21T01:46:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:46:00Z","2016-07-21T01:47:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:47:00Z","2016-07-21T01:48:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:48:00Z","2016-07-21T01:49:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:49:00Z","2016-07-21T01:50:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:50:00Z","2016-07-21T01:51:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:51:00Z","2016-07-21T01:52:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:52:00Z","2016-07-21T01:53:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:53:00Z","2016-07-21T01:54:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:54:00Z","2016-07-21T01:55:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:55:00Z","2016-07-21T01:56:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:56:00Z","2016-07-21T01:57:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:57:00Z","2016-07-21T01:58:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:58:00Z","2016-07-21T01:59:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T01:59:00Z","2016-07-21T02:00:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:00:00Z","2016-07-21T02:01:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:01:00Z","2016-07-21T02:02:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:02:00Z","2016-07-21T02:03:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:03:00Z","2016-07-21T02:04:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:04:00Z","2016-07-21T02:05:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:05:00Z","2016-07-21T02:06:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:06:00Z","2016-07-21T02:07:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:07:00Z","2016-07-21T02:08:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:08:00Z","2016-07-21T02:09:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:09:00Z","2016-07-21T02:10:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:10:00Z","2016-07-21T02:11:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:11:00Z","2016-07-21T02:12:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:12:00Z","2016-07-21T02:13:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:13:00Z","2016-07-21T02:14:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:14:00Z","2016-07-21T02:15:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:15:00Z","2016-07-21T02:16:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:16:00Z","2016-07-21T02:17:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:17:00Z","2016-07-21T02:18:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:18:00Z","2016-07-21T02:19:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:19:00Z","2016-07-21T02:20:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:20:00Z","2016-07-21T02:21:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:21:00Z","2016-07-21T02:22:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:22:00Z","2016-07-21T02:23:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:23:00Z","2016-07-21T02:24:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:24:00Z","2016-07-21T02:25:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:25:00Z","2016-07-21T02:26:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:26:00Z","2016-07-21T02:27:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:27:00Z","2016-07-21T02:28:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:28:00Z","2016-07-21T02:29:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:29:00Z","2016-07-21T02:30:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:30:00Z","2016-07-21T02:31:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:31:00Z","2016-07-21T02:32:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:32:00Z","2016-07-21T02:33:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:33:00Z","2016-07-21T02:34:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:34:00Z","2016-07-21T02:35:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:35:00Z","2016-07-21T02:36:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:36:00Z","2016-07-21T02:37:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:37:00Z","2016-07-21T02:38:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:38:00Z","2016-07-21T02:39:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:39:00Z","2016-07-21T02:40:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:40:00Z","2016-07-21T02:41:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:41:00Z","2016-07-21T02:42:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:42:00Z","2016-07-21T02:43:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:43:00Z","2016-07-21T02:44:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:44:00Z","2016-07-21T02:45:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:45:00Z","2016-07-21T02:46:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:46:00Z","2016-07-21T02:47:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:47:00Z","2016-07-21T02:48:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:48:00Z","2016-07-21T02:49:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:49:00Z","2016-07-21T02:50:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:50:00Z","2016-07-21T02:51:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:51:00Z","2016-07-21T02:52:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:52:00Z","2016-07-21T02:53:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:53:00Z","2016-07-21T02:54:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:54:00Z","2016-07-21T02:55:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:55:00Z","2016-07-21T02:56:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:56:00Z","2016-07-21T02:57:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:57:00Z","2016-07-21T02:58:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:58:00Z","2016-07-21T02:59:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T02:59:00Z","2016-07-21T03:00:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:00:00Z","2016-07-21T03:01:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:01:00Z","2016-07-21T03:02:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:02:00Z","2016-07-21T03:03:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:03:00Z","2016-07-21T03:04:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:04:00Z","2016-07-21T03:05:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:05:00Z","2016-07-21T03:06:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:06:00Z","2016-07-21T03:07:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:07:00Z","2016-07-21T03:08:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:08:00Z","2016-07-21T03:09:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:09:00Z","2016-07-21T03:10:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:10:00Z","2016-07-21T03:11:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:11:00Z","2016-07-21T03:12:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:12:00Z","2016-07-21T03:13:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:13:00Z","2016-07-21T03:14:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:14:00Z","2016-07-21T03:15:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:15:00Z","2016-07-21T03:16:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:16:00Z","2016-07-21T03:17:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:17:00Z","2016-07-21T03:18:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:18:00Z","2016-07-21T03:19:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:19:00Z","2016-07-21T03:20:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:20:00Z","2016-07-21T03:21:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:21:00Z","2016-07-21T03:22:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:22:00Z","2016-07-21T03:23:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:23:00Z","2016-07-21T03:24:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:24:00Z","2016-07-21T03:25:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:25:00Z","2016-07-21T03:26:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:26:00Z","2016-07-21T03:27:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:27:00Z","2016-07-21T03:28:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:28:00Z","2016-07-21T03:29:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:29:00Z","2016-07-21T03:30:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:30:00Z","2016-07-21T03:31:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:31:00Z","2016-07-21T03:32:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:32:00Z","2016-07-21T03:33:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:33:00Z","2016-07-21T03:34:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:34:00Z","2016-07-21T03:35:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:35:00Z","2016-07-21T03:36:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:36:00Z","2016-07-21T03:37:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:37:00Z","2016-07-21T03:38:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:38:00Z","2016-07-21T03:39:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:39:00Z","2016-07-21T03:40:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:40:00Z","2016-07-21T03:41:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:41:00Z","2016-07-21T03:42:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:42:00Z","2016-07-21T03:43:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:43:00Z","2016-07-21T03:44:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:44:00Z","2016-07-21T03:45:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:45:00Z","2016-07-21T03:46:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:46:00Z","2016-07-21T03:47:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:47:00Z","2016-07-21T03:48:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:48:00Z","2016-07-21T03:49:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:49:00Z","2016-07-21T03:50:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:50:00Z","2016-07-21T03:51:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:51:00Z","2016-07-21T03:52:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:52:00Z","2016-07-21T03:53:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:53:00Z","2016-07-21T03:54:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:54:00Z","2016-07-21T03:55:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:55:00Z","2016-07-21T03:56:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:56:00Z","2016-07-21T03:57:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:57:00Z","2016-07-21T03:58:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:58:00Z","2016-07-21T03:59:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T03:59:00Z","2016-07-21T04:00:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:00:00Z","2016-07-21T04:01:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:01:00Z","2016-07-21T04:02:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:02:00Z","2016-07-21T04:03:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:03:00Z","2016-07-21T04:04:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:04:00Z","2016-07-21T04:05:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:05:00Z","2016-07-21T04:06:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:06:00Z","2016-07-21T04:07:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:07:00Z","2016-07-21T04:08:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:08:00Z","2016-07-21T04:09:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:09:00Z","2016-07-21T04:10:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:10:00Z","2016-07-21T04:11:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:11:00Z","2016-07-21T04:12:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:12:00Z","2016-07-21T04:13:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:13:00Z","2016-07-21T04:14:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:14:00Z","2016-07-21T04:15:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:15:00Z","2016-07-21T04:16:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:16:00Z","2016-07-21T04:17:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:17:00Z","2016-07-21T04:18:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:18:00Z","2016-07-21T04:19:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:19:00Z","2016-07-21T04:20:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:20:00Z","2016-07-21T04:21:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:21:00Z","2016-07-21T04:22:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:22:00Z","2016-07-21T04:23:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:23:00Z","2016-07-21T04:24:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:24:00Z","2016-07-21T04:25:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:25:00Z","2016-07-21T04:26:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:26:00Z","2016-07-21T04:27:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:27:00Z","2016-07-21T04:28:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:28:00Z","2016-07-21T04:29:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:29:00Z","2016-07-21T04:30:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:30:00Z","2016-07-21T04:31:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:31:00Z","2016-07-21T04:32:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:32:00Z","2016-07-21T04:33:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:33:00Z","2016-07-21T04:34:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:34:00Z","2016-07-21T04:35:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:35:00Z","2016-07-21T04:36:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:36:00Z","2016-07-21T04:37:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:37:00Z","2016-07-21T04:38:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:38:00Z","2016-07-21T04:39:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:39:00Z","2016-07-21T04:40:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:40:00Z","2016-07-21T04:41:00Z",,,,,,,,1,,,,,,,,1
"2016-07-21T04:41:00Z","2016-07-21T04:42:00Z",,,,,,,,1,,,,,,,,1
